train_loss,train_acc,val_loss,val_acc,lr,model_params,MFLOPs,test_loss,test_acc,f1_score,recall
0.0571830052,0.4312500000,0.0514124564,0.4687500000,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0367204430,0.7479166667,0.0436711491,0.5572916667,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0219209344,0.9541666667,0.0387406337,0.5833333333,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0098761378,0.9979166667,0.0347362443,0.6250000000,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0040052169,1.0000000000,0.0333818883,0.6510416667,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0019673837,1.0000000000,0.0334916282,0.6302083333,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0011762441,1.0000000000,0.0329515589,0.6718750000,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0007772436,1.0000000000,0.0335522148,0.6406250000,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0006079600,1.0000000000,0.0341004382,0.6406250000,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0005046385,1.0000000000,0.0350514914,0.6093750000,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0003717802,1.0000000000,0.0346036721,0.6666666667,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0002921666,1.0000000000,0.0367964916,0.6197916667,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0002629774,1.0000000000,0.0362273809,0.6145833333,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0002712091,1.0000000000,0.0352054049,0.6458333333,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0002327414,1.0000000000,0.0388353635,0.6406250000,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0001786249,1.0000000000,0.0365329099,0.6666666667,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0001472340,1.0000000000,0.0375386688,0.6145833333,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0001593947,1.0000000000,0.0395226181,0.6666666667,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0001179901,1.0000000000,0.0370537719,0.6302083333,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0001155144,1.0000000000,0.0366654284,0.6458333333,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0001007026,1.0000000000,0.0403058026,0.6145833333,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0001047674,1.0000000000,0.0378479163,0.6614583333,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0000836713,1.0000000000,0.0404323116,0.6250000000,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0000846759,1.0000000000,0.0377665994,0.6614583333,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0000761511,1.0000000000,0.0393510082,0.6614583333,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0000795804,1.0000000000,0.0428149470,0.6197916667,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0000768670,1.0000000000,0.0424718875,0.6041666667,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0000689717,1.0000000000,0.0387204833,0.6145833333,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0000545256,1.0000000000,0.0409870191,0.6354166667,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0000515031,1.0000000000,0.0375713967,0.6354166667,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0000554733,1.0000000000,0.0393732898,0.6145833333,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0000467986,1.0000000000,0.0430193003,0.5989583333,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0000412119,1.0000000000,0.0423949690,0.6197916667,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0000544989,1.0000000000,0.0416432219,0.6145833333,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0000401551,1.0000000000,0.0415833782,0.6145833333,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0000316686,1.0000000000,0.0446506304,0.5989583333,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0000378615,1.0000000000,0.0407857839,0.6510416667,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0000328633,1.0000000000,0.0438371782,0.6197916667,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0000413026,1.0000000000,0.0415639896,0.6250000000,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
0.0000279111,1.0000000000,0.0414371708,0.6302083333,0.0005000000,7337002,270.2007040000,0.8539728655,0.7222222222,0.7138451492,0.7300790291
