train_loss,train_acc,val_loss,val_acc,lr,model_params,MFLOPs,test_loss,test_acc,f1_score,recall
0.0439420410,0.7145833333,0.0289777505,0.9635416667,0.0005000000,7337002,270.2007040000,0.0049968065,1.0000000000,1.0000000000,1.0000000000
0.0211333964,0.9729166667,0.0141034792,1.0000000000,0.0005000000,7337002,270.2007040000,0.0049968065,1.0000000000,1.0000000000,1.0000000000
0.0091077387,1.0000000000,0.0072100378,0.9895833333,0.0005000000,7337002,270.2007040000,0.0049968065,1.0000000000,1.0000000000,1.0000000000
0.0039240994,1.0000000000,0.0038970729,0.9895833333,0.0005000000,7337002,270.2007040000,0.0049968065,1.0000000000,1.0000000000,1.0000000000
0.0019899393,1.0000000000,0.0029241434,0.9895833333,0.0005000000,7337002,270.2007040000,0.0049968065,1.0000000000,1.0000000000,1.0000000000
0.0011277750,1.0000000000,0.0023352856,0.9895833333,0.0005000000,7337002,270.2007040000,0.0049968065,1.0000000000,1.0000000000,1.0000000000
0.0008525959,1.0000000000,0.0014051322,1.0000000000,0.0005000000,7337002,270.2007040000,0.0049968065,1.0000000000,1.0000000000,1.0000000000
0.0007865599,1.0000000000,0.0017650293,0.9895833333,0.0005000000,7337002,270.2007040000,0.0049968065,1.0000000000,1.0000000000,1.0000000000
0.0004727199,1.0000000000,0.0016398124,0.9895833333,0.0005000000,7337002,270.2007040000,0.0049968065,1.0000000000,1.0000000000,1.0000000000
0.0004487155,1.0000000000,0.0013858464,0.9947916667,0.0005000000,7337002,270.2007040000,0.0049968065,1.0000000000,1.0000000000,1.0000000000
0.0003330584,1.0000000000,0.0011759699,0.9947916667,0.0005000000,7337002,270.2007040000,0.0049968065,1.0000000000,1.0000000000,1.0000000000
0.0002852343,1.0000000000,0.0018881351,0.9843750000,0.0005000000,7337002,270.2007040000,0.0049968065,1.0000000000,1.0000000000,1.0000000000
0.0002525134,1.0000000000,0.0012617850,0.9895833333,0.0005000000,7337002,270.2007040000,0.0049968065,1.0000000000,1.0000000000,1.0000000000
0.0001804586,1.0000000000,0.0007567328,0.9947916667,0.0005000000,7337002,270.2007040000,0.0049968065,1.0000000000,1.0000000000,1.0000000000
0.0002164330,1.0000000000,0.0009618560,0.9947916667,0.0005000000,7337002,270.2007040000,0.0049968065,1.0000000000,1.0000000000,1.0000000000
0.0001865973,1.0000000000,0.0008289424,0.9947916667,0.0005000000,7337002,270.2007040000,0.0049968065,1.0000000000,1.0000000000,1.0000000000
0.0001802031,1.0000000000,0.0008157589,0.9895833333,0.0005000000,7337002,270.2007040000,0.0049968065,1.0000000000,1.0000000000,1.0000000000
0.0001373655,1.0000000000,0.0009196729,0.9895833333,0.0005000000,7337002,270.2007040000,0.0049968065,1.0000000000,1.0000000000,1.0000000000
