train_loss,train_acc,val_loss,val_acc,lr,model_params,MFLOPs,test_loss,test_acc,f1_score,recall
0.0604472550,0.4291666667,0.0524907702,0.5572916667,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0401074221,0.7875000000,0.0434585431,0.6354166667,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0224481203,0.9562500000,0.0374154660,0.6354166667,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0098586640,0.9979166667,0.0365603038,0.6093750000,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0041928515,1.0000000000,0.0356363601,0.6093750000,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0019577315,1.0000000000,0.0343437468,0.6093750000,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0012401702,1.0000000000,0.0347974791,0.6250000000,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0008366943,1.0000000000,0.0346191550,0.6354166667,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0006401453,1.0000000000,0.0337163275,0.6197916667,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0005052046,1.0000000000,0.0367582714,0.6354166667,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0004121660,1.0000000000,0.0367697052,0.6197916667,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0003491175,1.0000000000,0.0348308403,0.6614583333,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0002907380,1.0000000000,0.0367578249,0.6302083333,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0002456802,1.0000000000,0.0386431698,0.6197916667,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0002500013,1.0000000000,0.0367280782,0.6354166667,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0002121741,1.0000000000,0.0364257100,0.6145833333,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0001752396,1.0000000000,0.0389622267,0.6145833333,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0001463714,1.0000000000,0.0392377507,0.6145833333,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0001491152,1.0000000000,0.0362909275,0.6302083333,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0001338893,1.0000000000,0.0379763078,0.6302083333,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0001201423,1.0000000000,0.0388222461,0.6041666667,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0001061346,1.0000000000,0.0387581779,0.6093750000,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0000932817,1.0000000000,0.0366255942,0.6197916667,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0000966789,1.0000000000,0.0375821662,0.6093750000,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0000922657,1.0000000000,0.0365727134,0.6354166667,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0000850173,1.0000000000,0.0406177640,0.6145833333,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0000797025,1.0000000000,0.0390614389,0.6458333333,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0000774425,1.0000000000,0.0365963876,0.6302083333,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0000642810,1.0000000000,0.0400155957,0.6354166667,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0000653527,1.0000000000,0.0395290712,0.6197916667,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0000640667,1.0000000000,0.0380861955,0.6041666667,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0000591824,1.0000000000,0.0409229780,0.6354166667,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0000584861,1.0000000000,0.0389540649,0.6354166667,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0000412489,1.0000000000,0.0391147205,0.6145833333,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0000532695,1.0000000000,0.0397731066,0.6302083333,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0000508527,1.0000000000,0.0387462613,0.6458333333,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0000378170,1.0000000000,0.0380483866,0.6354166667,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0000365038,1.0000000000,0.0382044436,0.6250000000,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
0.0000346296,1.0000000000,0.0372798129,0.6666666667,0.0005000000,7337002,270.2007040000,1.0263080001,0.6423611111,0.6330370389,0.6375429975
