train_loss,train_acc,val_loss,val_acc,lr,model_params,MFLOPs,test_loss,test_acc,f1_score,recall
0.0434483830,0.7916666667,0.0288145204,0.9635416667,0.0005000000,7337002,270.2007040000,0.0045660634,1.0000000000,1.0000000000,1.0000000000
0.0198877973,0.9875000000,0.0138954509,1.0000000000,0.0005000000,7337002,270.2007040000,0.0045660634,1.0000000000,1.0000000000,1.0000000000
0.0085694616,0.9979166667,0.0061903715,0.9895833333,0.0005000000,7337002,270.2007040000,0.0045660634,1.0000000000,1.0000000000,1.0000000000
0.0034367874,1.0000000000,0.0036807482,0.9947916667,0.0005000000,7337002,270.2007040000,0.0045660634,1.0000000000,1.0000000000,1.0000000000
0.0018787288,1.0000000000,0.0027707414,1.0000000000,0.0005000000,7337002,270.2007040000,0.0045660634,1.0000000000,1.0000000000,1.0000000000
0.0011262721,1.0000000000,0.0017151162,0.9947916667,0.0005000000,7337002,270.2007040000,0.0045660634,1.0000000000,1.0000000000,1.0000000000
0.0007937914,1.0000000000,0.0018263251,0.9947916667,0.0005000000,7337002,270.2007040000,0.0045660634,1.0000000000,1.0000000000,1.0000000000
0.0005939342,1.0000000000,0.0013543613,0.9947916667,0.0005000000,7337002,270.2007040000,0.0045660634,1.0000000000,1.0000000000,1.0000000000
0.0004748541,1.0000000000,0.0011621923,0.9947916667,0.0005000000,7337002,270.2007040000,0.0045660634,1.0000000000,1.0000000000,1.0000000000
0.0003401992,1.0000000000,0.0009452939,1.0000000000,0.0005000000,7337002,270.2007040000,0.0045660634,1.0000000000,1.0000000000,1.0000000000
0.0003029309,1.0000000000,0.0008388318,0.9947916667,0.0005000000,7337002,270.2007040000,0.0045660634,1.0000000000,1.0000000000,1.0000000000
0.0003075838,1.0000000000,0.0005818787,1.0000000000,0.0005000000,7337002,270.2007040000,0.0045660634,1.0000000000,1.0000000000,1.0000000000
0.0002380181,1.0000000000,0.0010837663,0.9947916667,0.0005000000,7337002,270.2007040000,0.0045660634,1.0000000000,1.0000000000,1.0000000000
