train_loss,train_acc,val_loss,val_acc,lr,model_params,MFLOPs,test_loss,test_acc,f1_score,recall
0.0449881000,0.7604166667,0.0315271138,0.8958333333,0.0005000000,7337002,270.2007040000,0.0460694437,0.9861111111,0.9852005610,0.9847340598
0.0208928279,0.9833333333,0.0175271900,0.9583333333,0.0005000000,7337002,270.2007040000,0.0460694437,0.9861111111,0.9852005610,0.9847340598
0.0088391890,1.0000000000,0.0102394940,0.9635416667,0.0005000000,7337002,270.2007040000,0.0460694437,0.9861111111,0.9852005610,0.9847340598
0.0037758836,1.0000000000,0.0073219615,0.9791666667,0.0005000000,7337002,270.2007040000,0.0460694437,0.9861111111,0.9852005610,0.9847340598
0.0020679308,1.0000000000,0.0051140514,0.9739583333,0.0005000000,7337002,270.2007040000,0.0460694437,0.9861111111,0.9852005610,0.9847340598
0.0012043801,1.0000000000,0.0047833999,0.9739583333,0.0005000000,7337002,270.2007040000,0.0460694437,0.9861111111,0.9852005610,0.9847340598
0.0008103809,1.0000000000,0.0054106235,0.9791666667,0.0005000000,7337002,270.2007040000,0.0460694437,0.9861111111,0.9852005610,0.9847340598
0.0005754131,1.0000000000,0.0047444584,0.9635416667,0.0005000000,7337002,270.2007040000,0.0460694437,0.9861111111,0.9852005610,0.9847340598
0.0004565087,1.0000000000,0.0049365696,0.9739583333,0.0005000000,7337002,270.2007040000,0.0460694437,0.9861111111,0.9852005610,0.9847340598
0.0003388232,1.0000000000,0.0051501133,0.9583333333,0.0005000000,7337002,270.2007040000,0.0460694437,0.9861111111,0.9852005610,0.9847340598
0.0003199886,1.0000000000,0.0042712216,0.9635416667,0.0005000000,7337002,270.2007040000,0.0460694437,0.9861111111,0.9852005610,0.9847340598
0.0002338886,1.0000000000,0.0041698283,0.9635416667,0.0005000000,7337002,270.2007040000,0.0460694437,0.9861111111,0.9852005610,0.9847340598
0.0002441680,1.0000000000,0.0049031494,0.9635416667,0.0005000000,7337002,270.2007040000,0.0460694437,0.9861111111,0.9852005610,0.9847340598
0.0002033362,1.0000000000,0.0042763702,0.9739583333,0.0005000000,7337002,270.2007040000,0.0460694437,0.9861111111,0.9852005610,0.9847340598
