train_loss,train_acc,val_loss,val_acc,lr,model_params,MFLOPs,test_loss,test_acc,f1_score,recall
0.0435202394,0.8020833333,0.0294428080,0.9739583333,0.0005000000,7337002,270.2007040000,0.0190022895,0.9965277778,0.9968742369,0.9969696970
0.0198690208,0.9979166667,0.0142251295,0.9843750000,0.0005000000,7337002,270.2007040000,0.0190022895,0.9965277778,0.9968742369,0.9969696970
0.0082147692,0.9979166667,0.0071418288,0.9843750000,0.0005000000,7337002,270.2007040000,0.0190022895,0.9965277778,0.9968742369,0.9969696970
0.0037408543,1.0000000000,0.0045158353,0.9895833333,0.0005000000,7337002,270.2007040000,0.0190022895,0.9965277778,0.9968742369,0.9969696970
0.0018659059,1.0000000000,0.0025586966,0.9947916667,0.0005000000,7337002,270.2007040000,0.0190022895,0.9965277778,0.9968742369,0.9969696970
0.0011401947,1.0000000000,0.0021918535,0.9947916667,0.0005000000,7337002,270.2007040000,0.0190022895,0.9965277778,0.9968742369,0.9969696970
0.0007089307,1.0000000000,0.0015770296,0.9947916667,0.0005000000,7337002,270.2007040000,0.0190022895,0.9965277778,0.9968742369,0.9969696970
0.0005958224,1.0000000000,0.0016872959,0.9947916667,0.0005000000,7337002,270.2007040000,0.0190022895,0.9965277778,0.9968742369,0.9969696970
0.0004681383,1.0000000000,0.0012665259,0.9947916667,0.0005000000,7337002,270.2007040000,0.0190022895,0.9965277778,0.9968742369,0.9969696970
0.0003597651,1.0000000000,0.0010091946,0.9947916667,0.0005000000,7337002,270.2007040000,0.0190022895,0.9965277778,0.9968742369,0.9969696970
0.0002880679,1.0000000000,0.0011905409,0.9947916667,0.0005000000,7337002,270.2007040000,0.0190022895,0.9965277778,0.9968742369,0.9969696970
0.0003143447,1.0000000000,0.0011596749,0.9947916667,0.0005000000,7337002,270.2007040000,0.0190022895,0.9965277778,0.9968742369,0.9969696970
0.0002266784,1.0000000000,0.0008898633,0.9947916667,0.0005000000,7337002,270.2007040000,0.0190022895,0.9965277778,0.9968742369,0.9969696970
0.0002093541,1.0000000000,0.0008752372,0.9947916667,0.0005000000,7337002,270.2007040000,0.0190022895,0.9965277778,0.9968742369,0.9969696970
0.0002108002,1.0000000000,0.0010277881,0.9947916667,0.0005000000,7337002,270.2007040000,0.0190022895,0.9965277778,0.9968742369,0.9969696970
0.0001734381,1.0000000000,0.0011291350,0.9947916667,0.0005000000,7337002,270.2007040000,0.0190022895,0.9965277778,0.9968742369,0.9969696970
0.0001207983,1.0000000000,0.0008341198,0.9947916667,0.0005000000,7337002,270.2007040000,0.0190022895,0.9965277778,0.9968742369,0.9969696970
0.0001173378,1.0000000000,0.0011162706,0.9895833333,0.0005000000,7337002,270.2007040000,0.0190022895,0.9965277778,0.9968742369,0.9969696970
0.0001074745,1.0000000000,0.0005818038,1.0000000000,0.0005000000,7337002,270.2007040000,0.0190022895,0.9965277778,0.9968742369,0.9969696970
0.0000857771,1.0000000000,0.0008273724,0.9947916667,0.0005000000,7337002,270.2007040000,0.0190022895,0.9965277778,0.9968742369,0.9969696970
0.0001025125,1.0000000000,0.0008478706,0.9895833333,0.0005000000,7337002,270.2007040000,0.0190022895,0.9965277778,0.9968742369,0.9969696970
0.0000755905,1.0000000000,0.0005538540,0.9947916667,0.0005000000,7337002,270.2007040000,0.0190022895,0.9965277778,0.9968742369,0.9969696970
0.0000760168,1.0000000000,0.0007158569,0.9947916667,0.0005000000,7337002,270.2007040000,0.0190022895,0.9965277778,0.9968742369,0.9969696970
0.0000811551,1.0000000000,0.0008438965,0.9947916667,0.0005000000,7337002,270.2007040000,0.0190022895,0.9965277778,0.9968742369,0.9969696970
